"","NGenes","Direction","PValue","FDR"
"DOANE_BREAST_CANCER_ESR1_DN",32,"Down",0.841757433516832,0.999827083089274
"IGLESIAS_E2F_TARGETS_DN",15,"Up",0.841934009198594,0.999827083089274
"MEISSNER_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3",5,"Down",0.842001462174819,0.999827083089274
"CHEN_METABOLIC_SYNDROM_NETWORK",508,"Down",0.84217652949091,0.999827083089274
"REACTOME_IRON_UPTAKE_AND_TRANSPORT",17,"Up",0.842359468593423,0.999827083089274
"ZHAN_V1_LATE_DIFFERENTIATION_GENES_UP",26,"Down",0.842454995411525,0.999827083089274
"ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST",100,"Down",0.842457856978278,0.999827083089274
"BIOCARTA_TOB1_PATHWAY",19,"Down",0.842556208249591,0.999827083089274
"DITTMER_PTHLH_TARGETS_UP",66,"Down",0.842686412948835,0.999827083089274
"KANG_DOXORUBICIN_RESISTANCE_DN",6,"Up",0.842839806718341,0.999827083089274
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS",68,"Up",0.842948380146845,0.999827083089274
"RIZ_ERYTHROID_DIFFERENTIATION",63,"Down",0.843097208402986,0.999827083089274
"WEST_ADRENOCORTICAL_TUMOR_DN",268,"Up",0.843117842428806,0.999827083089274
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",7,"Down",0.843224554053427,0.999827083089274
"KEGG_ACUTE_MYELOID_LEUKEMIA",48,"Down",0.843250166634204,0.999827083089274
"NIKOLSKY_BREAST_CANCER_21Q22_AMPLICON",7,"Up",0.843337479594835,0.999827083089274
"BENPORATH_PRC2_TARGETS",339,"Up",0.843519229689414,0.999827083089274
"LEE_TARGETS_OF_PTCH1_AND_SUFU_DN",48,"Down",0.843601649516031,0.999827083089274
"MCCLUNG_CREB1_TARGETS_UP",59,"Up",0.843775634325643,0.999827083089274
"KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP",288,"Down",0.84380927461729,0.999827083089274
"PACHER_TARGETS_OF_IGF1_AND_IGF2_UP",20,"Down",0.843864943399132,0.999827083089274
"MURATA_VIRULENCE_OF_H_PILORI",17,"Up",0.843966565107928,0.999827083089274
"FU_INTERACT_WITH_ALKBH8",11,"Down",0.843971399055539,0.999827083089274
"HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_24HR",32,"Up",0.844039821167788,0.999827083089274
"DELASERNA_MYOD_TARGETS_UP",54,"Up",0.844056048318195,0.999827083089274
"NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP",23,"Down",0.844119800910758,0.999827083089274
"REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",11,"Up",0.844218325221621,0.999827083089274
"BAE_BRCA1_TARGETS_DN",22,"Up",0.844743421127739,0.999827083089274
"GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP",100,"Down",0.844930126842493,0.999827083089274
"OXFORD_RALA_OR_RALB_TARGETS_DN",13,"Down",0.845265318644359,0.999827083089274
"CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN",87,"Up",0.845528742070771,0.999827083089274
"REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB",11,"Down",0.845531353496603,0.999827083089274
"FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN",32,"Up",0.845614316715347,0.999827083089274
"BIOCARTA_TNFR1_PATHWAY",25,"Down",0.84564336012585,0.999827083089274
"HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2",16,"Down",0.845801481019404,0.999827083089274
"GALI_TP53_TARGETS_APOPTOTIC_UP",8,"Down",0.846023800702201,0.999827083089274
"BIOCARTA_RB_PATHWAY",13,"Down",0.846171494349592,0.999827083089274
"NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN",227,"Down",0.84624444195117,0.999827083089274
"SUNG_METASTASIS_STROMA_DN",23,"Down",0.846621636813408,0.999827083089274
"LIU_IL13_MEMORY_MODEL_UP",9,"Up",0.846637802787906,0.999827083089274
"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP",105,"Down",0.846815163476751,0.999827083089274
"HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP",14,"Down",0.846998874598329,0.999827083089274
"CHIBA_RESPONSE_TO_TSA",28,"Up",0.847044943907104,0.999827083089274
"GROSS_HYPOXIA_VIA_HIF1A_DN",63,"Up",0.847088611099049,0.999827083089274
"ENGELMANN_CANCER_PROGENITORS_DN",31,"Down",0.847165730215742,0.999827083089274
"IVANOVA_HEMATOPOIESIS_STEM_CELL",104,"Up",0.847271864034801,0.999827083089274
"SIMBULAN_PARP1_TARGETS_UP",29,"Up",0.847335624471977,0.999827083089274
"MILI_PSEUDOPODIA_CHEMOTAXIS_DN",192,"Down",0.847772425460203,0.999827083089274
"HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY",6,"Up",0.847885589967542,0.999827083089274
"REACTOME_GLUCOSE_METABOLISM",40,"Up",0.847886905409633,0.999827083089274
"LIN_MELANOMA_COPY_NUMBER_UP",26,"Up",0.848074461401401,0.999827083089274
"PID_TGFBR_PATHWAY",37,"Up",0.848508852001216,0.999827083089274
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",17,"Up",0.848764101684568,0.999827083089274
"FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP",78,"Up",0.848992080965098,0.999827083089274
"HORIUCHI_WTAP_TARGETS_DN",120,"Up",0.849194838680122,0.999827083089274
"FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_DN",37,"Up",0.849356668746517,0.999827083089274
"PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN",103,"Down",0.849556976885331,0.999827083089274
"COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN",21,"Down",0.849809387778509,0.999827083089274
"DAIRKEE_CANCER_PRONE_RESPONSE_BPA",30,"Down",0.849821723786135,0.999827083089274
"REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION",53,"Down",0.850052281552201,0.999827083089274
"WELCSH_BRCA1_TARGETS_DN",72,"Up",0.850322197133459,0.999827083089274
"REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT",24,"Down",0.850522750402881,0.999827083089274
"SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN",25,"Up",0.850580884384726,0.999827083089274
"WANG_METASTASIS_OF_BREAST_CANCER",4,"Up",0.850679119350435,0.999827083089274
"REACTOME_BASIGIN_INTERACTIONS",15,"Up",0.85085402655382,0.999827083089274
"SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6",186,"Up",0.850956037549024,0.999827083089274
"TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN",1,"Down",0.851075954882606,0.999827083089274
"REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE",38,"Down",0.85109178303797,0.999827083089274
"NAKAMURA_CANCER_MICROENVIRONMENT_DN",16,"Up",0.851163041140539,0.999827083089274
"ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_DN",141,"Up",0.851411825662954,0.999827083089274
"ENK_UV_RESPONSE_EPIDERMIS_DN",274,"Down",0.851481699025788,0.999827083089274
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",7,"Up",0.851494048522223,0.999827083089274
"REACTOME_RNA_POL_II_TRANSCRIPTION",34,"Up",0.851774331072902,0.999827083089274
"SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_UP",6,"Down",0.851864918906832,0.999827083089274
"REACTOME_METABOLISM_OF_NUCLEOTIDES",34,"Down",0.852166888180956,0.999827083089274
"BENPORATH_SOX2_TARGETS",284,"Down",0.852223194751885,0.999827083089274
"POOLA_INVASIVE_BREAST_CANCER_UP",163,"Up",0.852377263016757,0.999827083089274
"VALK_AML_WITH_T_8_21_TRANSLOCATION",5,"Down",0.85246047773136,0.999827083089274
"TANG_SENESCENCE_TP53_TARGETS_DN",32,"Up",0.85248565775689,0.999827083089274
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",75,"Down",0.852718651692275,0.999827083089274
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN",65,"Up",0.852723724956172,0.999827083089274
"CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN",31,"Down",0.852804172526169,0.999827083089274
"ELVIDGE_HIF1A_TARGETS_DN",48,"Down",0.852902999092932,0.999827083089274
"SEKI_INFLAMMATORY_RESPONSE_LPS_UP",47,"Down",0.852929125016676,0.999827083089274
"BILANGES_SERUM_SENSITIVE_VIA_TSC1",13,"Up",0.853034098822176,0.999827083089274
"PID_RAC1_REG_PATHWAY",14,"Down",0.853109380929822,0.999827083089274
"ROZANOV_MMP14_TARGETS_DN",14,"Up",0.853164075721041,0.999827083089274
"EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN",16,"Down",0.853305142572615,0.999827083089274
"FRIDMAN_SENESCENCE_UP",52,"Down",0.853320824458845,0.999827083089274
"GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP",38,"Up",0.853451095259463,0.999827083089274
"WILCOX_RESPONSE_TO_PROGESTERONE_UP",60,"Up",0.853647631200822,0.999827083089274
"PID_CMYB_PATHWAY",71,"Up",0.8537265943191,0.999827083089274
"KANNAN_TP53_TARGETS_DN",16,"Up",0.853757545395788,0.999827083089274
"HUI_MAPK14_TARGETS_UP",13,"Up",0.853908955050252,0.999827083089274
"BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_AND_PAX3",6,"Down",0.853966802705467,0.999827083089274
"HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN",18,"Down",0.854315175093802,0.999827083089274
"SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP",6,"Down",0.85456079920238,0.999827083089274
"TIEN_INTESTINE_PROBIOTICS_24HR_DN",107,"Up",0.854568052520357,0.999827083089274
"BIOCARTA_TEL_PATHWAY",18,"Down",0.854752498587626,0.999827083089274
"MOHANKUMAR_TLX1_TARGETS_UP",170,"Up",0.854973517191799,0.999827083089274
"WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN",75,"Up",0.854990211209508,0.999827083089274
"CAMPS_COLON_CANCER_COPY_NUMBER_DN",11,"Down",0.854991315984252,0.999827083089274
"BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN",29,"Up",0.855030407737875,0.999827083089274
"JAATINEN_HEMATOPOIETIC_STEM_CELL_UP",100,"Down",0.855599927059069,0.999827083089274
"SMIRNOV_RESPONSE_TO_IR_2HR_DN",17,"Down",0.855701541474351,0.999827083089274
"REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES",6,"Up",0.855888575728105,0.999827083089274
"BROWNE_HCMV_INFECTION_30MIN_DN",72,"Up",0.856090367172291,0.999827083089274
"GREENBAUM_E2A_TARGETS_DN",14,"Down",0.856296527745134,0.999827083089274
"MCCLUNG_CREB1_TARGETS_DN",36,"Up",0.856371404222711,0.999827083089274
"JAEGER_METASTASIS_DN",138,"Up",0.856671863656803,0.999827083089274
"IKEDA_MIR30_TARGETS_UP",51,"Up",0.856742298640815,0.999827083089274
"BRUINS_UVC_RESPONSE_EARLY_LATE",93,"Up",0.856781973770978,0.999827083089274
"NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN",47,"Down",0.857022920523056,0.999827083089274
"VANTVEER_BREAST_CANCER_BRCA1_DN",18,"Up",0.857042098761392,0.999827083089274
"ST_INTERLEUKIN_13_PATHWAY",6,"Up",0.857207053424037,0.999827083089274
"ST_IL_13_PATHWAY",6,"Up",0.857207053424037,0.999827083089274
"ZHOU_PANCREATIC_EXOCRINE_PROGENITOR",11,"Down",0.857363733669049,0.999827083089274
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTYELLOW_UP",6,"Up",0.857395444121412,0.999827083089274
"SASSON_RESPONSE_TO_GONADOTROPHINS_UP",60,"Down",0.857444257157876,0.999827083089274
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",62,"Down",0.857589978299698,0.999827083089274
"ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_DN",30,"Down",0.857675094394901,0.999827083089274
"CAFFAREL_RESPONSE_TO_THC_24HR_5_UP",16,"Up",0.857789459025103,0.999827083089274
"SILIGAN_BOUND_BY_EWS_FLT1_FUSION",22,"Down",0.857829600335231,0.999827083089274
"BIOCARTA_AKT_PATHWAY",17,"Up",0.858265415112742,0.999827083089274
"NIELSEN_SYNOVIAL_SARCOMA_DN",10,"Down",0.85826963936032,0.999827083089274
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN",34,"Down",0.858431068686768,0.999827083089274
"SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP",68,"Up",0.858472661980096,0.999827083089274
"LIAN_LIPA_TARGETS_6M",54,"Down",0.858857133255902,0.999827083089274
"GAVIN_FOXP3_TARGETS_CLUSTER_T4",45,"Down",0.858989013934457,0.999827083089274
"TRAYNOR_RETT_SYNDROM_DN",13,"Down",0.859115966661883,0.999827083089274
"BOQUEST_STEM_CELL_DN",113,"Up",0.859348403496027,0.999827083089274
"JAATINEN_HEMATOPOIETIC_STEM_CELL_DN",136,"Up",0.859466441413577,0.999827083089274
"TOMLINS_PROSTATE_CANCER_DN",21,"Up",0.859559024505819,0.999827083089274
"KASLER_HDAC7_TARGETS_1_UP",83,"Up",0.859743173189361,0.999827083089274
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP",105,"Up",0.859872425859371,0.999827083089274
"CAIRO_HEPATOBLASTOMA_CLASSES_DN",103,"Down",0.860233604269858,0.999827083089274
"LUI_TARGETS_OF_PAX8_PPARG_FUSION",21,"Up",0.860238713555621,0.999827083089274
"PID_INTEGRIN1_PATHWAY",52,"Down",0.860284717173735,0.999827083089274
"ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN",26,"Down",0.860316954012359,0.999827083089274
"NAKAMURA_METASTASIS_MODEL_DN",25,"Up",0.86058297407581,0.999827083089274
"WANG_CLIM2_TARGETS_UP",74,"Up",0.860730867335467,0.999827083089274
"CAFFAREL_RESPONSE_TO_THC_DN",21,"Down",0.860958714777531,0.999827083089274
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",53,"Down",0.861219735283407,0.999827083089274
"LINSLEY_MIR16_TARGETS",64,"Up",0.861317574373819,0.999827083089274
"MCCLUNG_DELTA_FOSB_TARGETS_2WK",33,"Up",0.86135291871935,0.999827083089274
"HELLER_SILENCED_BY_METHYLATION_DN",51,"Up",0.861807672624297,0.999827083089274
"MCGOWAN_RSP6_TARGETS_DN",2,"Down",0.862016473491722,0.999827083089274
"HUPER_BREAST_BASAL_VS_LUMINAL_DN",34,"Down",0.862120334674749,0.999827083089274
"REACTOME_CELL_CELL_COMMUNICATION",64,"Down",0.862124948198195,0.999827083089274
"BIOCARTA_NO2IL12_PATHWAY",16,"Down",0.862140547903419,0.999827083089274
"WONG_ENDMETRIUM_CANCER_DN",39,"Up",0.862217973340189,0.999827083089274
"PID_INTEGRIN3_PATHWAY",38,"Down",0.862297022850165,0.999827083089274
"PYEON_HPV_POSITIVE_TUMORS_UP",23,"Up",0.862306492951433,0.999827083089274
"KASLER_HDAC7_TARGETS_2_DN",15,"Down",0.86237180456314,0.999827083089274
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",73,"Up",0.862404277567822,0.999827083089274
"CHANG_CORE_SERUM_RESPONSE_UP",80,"Up",0.862409929470616,0.999827083089274
"REACTOME_DARPP_32_EVENTS",19,"Down",0.862798617178184,0.999827083089274
"MOOTHA_MITOCHONDRIA",188,"Up",0.863130669695787,0.999827083089274
"KRIEG_HYPOXIA_VIA_KDM3A",29,"Up",0.863208454366771,0.999827083089274
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",12,"Down",0.863361260915939,0.999827083089274
"GENTLES_LEUKEMIC_STEM_CELL_UP",11,"Up",0.863429674170749,0.999827083089274
"HUMMERICH_MALIGNANT_SKIN_TUMOR_UP",12,"Down",0.863626541897212,0.999827083089274
"BIOCARTA_RACCYCD_PATHWAY",25,"Up",0.863661865853041,0.999827083089274
"KHETCHOUMIAN_TRIM24_TARGETS_UP",45,"Down",0.86397891225873,0.999827083089274
"BIOCARTA_CARM_ER_PATHWAY",18,"Up",0.864045157219353,0.999827083089274
"WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP",117,"Up",0.86436451705843,0.999827083089274
"REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY",3,"Up",0.864799093682946,0.999827083089274
"GAVIN_FOXP3_TARGETS_CLUSTER_P7",36,"Up",0.865019071062277,0.999827083089274
"VERRECCHIA_DELAYED_RESPONSE_TO_TGFB1",30,"Up",0.865085410243958,0.999827083089274
"HASINA_NOL7_TARGETS_UP",10,"Up",0.865459680033412,0.999827083089274
"MUELLER_METHYLATED_IN_GLIOBLASTOMA",23,"Up",0.865460556855822,0.999827083089274
"STEIN_ESR1_TARGETS",42,"Down",0.865526413381703,0.999827083089274
"GAZIN_EPIGENETIC_SILENCING_BY_KRAS",11,"Up",0.865534607233436,0.999827083089274
"GAVIN_FOXP3_TARGETS_CLUSTER_P6",40,"Down",0.865787817260096,0.999827083089274
"DANG_BOUND_BY_MYC",547,"Down",0.865991933057877,0.999827083089274
"RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_DN",5,"Down",0.866038269497128,0.999827083089274
"HASLINGER_B_CLL_WITH_MUTATED_VH_GENES",9,"Down",0.866172544618444,0.999827083089274
"MARSHALL_VIRAL_INFECTION_RESPONSE_DN",23,"Down",0.866243932542173,0.999827083089274
"BASAKI_YBX1_TARGETS_DN",142,"Down",0.86626426515782,0.999827083089274
"ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP",15,"Down",0.866323370539679,0.999827083089274
"PODAR_RESPONSE_TO_ADAPHOSTIN_UP",69,"Down",0.866628669234288,0.999827083089274
"BIOCARTA_RHO_PATHWAY",16,"Down",0.866666695892007,0.999827083089274
"PID_IL8_CXCR1_PATHWAY",21,"Up",0.866835027819799,0.999827083089274
"KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP",18,"Down",0.86704927374434,0.999827083089274
"YAUCH_HEDGEHOG_SIGNALING_PARACRINE_UP",71,"Up",0.867114956792487,0.999827083089274
"ODONNELL_TFRC_TARGETS_DN",58,"Down",0.867117464995627,0.999827083089274
"LEE_LIVER_CANCER_MYC_UP",33,"Down",0.867341180207787,0.999827083089274
"SU_PANCREAS",21,"Down",0.867415742454395,0.999827083089274
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",10,"Down",0.86743263138024,0.999827083089274
"MASSARWEH_TAMOXIFEN_RESISTANCE_UP",189,"Down",0.867565595906011,0.999827083089274
"HOSHIDA_LIVER_CANCER_SUBCLASS_S1",176,"Up",0.867759466965121,0.999827083089274
"REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS",8,"Down",0.867858392730819,0.999827083089274
"ZHENG_IL22_SIGNALING_DN",19,"Down",0.867999341743822,0.999827083089274
"MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN",92,"Down",0.868168897450661,0.999827083089274
"ELVIDGE_HYPOXIA_BY_DMOG_UP",70,"Down",0.86829878617065,0.999827083089274
"BAELDE_DIABETIC_NEPHROPATHY_UP",52,"Up",0.868332002820796,0.999827083089274
"LINDGREN_BLADDER_CANCER_CLUSTER_3_UP",126,"Down",0.868359993555238,0.999827083089274
"FARMER_BREAST_CANCER_BASAL_VS_LULMINAL",163,"Up",0.86872915361485,0.999827083089274
"KEGG_PRION_DISEASES",28,"Down",0.868829767723163,0.999827083089274
"NEWMAN_ERCC6_TARGETS_UP",11,"Down",0.868864333186438,0.999827083089274
"NAKAMURA_METASTASIS",21,"Down",0.868968890007008,0.999827083089274
"HOLLMANN_APOPTOSIS_VIA_CD40_DN",99,"Down",0.869084903119889,0.999827083089274
"VALK_AML_WITH_FLT3_ITD",23,"Down",0.869356166373264,0.999827083089274
"FARMER_BREAST_CANCER_CLUSTER_1",22,"Down",0.86936792527215,0.999827083089274
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",82,"Down",0.869415363867543,0.999827083089274
"PID_HIF2PATHWAY",26,"Down",0.869476804821409,0.999827083089274
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN",27,"Up",0.869497915871,0.999827083089274
"NGUYEN_NOTCH1_TARGETS_UP",23,"Down",0.869582928170616,0.999827083089274
"MUNSHI_MULTIPLE_MYELOMA_DN",5,"Down",0.869758104192946,0.999827083089274
"IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS",8,"Up",0.869979153823313,0.999827083089274
"PID_AJDISS_2PATHWAY",40,"Down",0.870063524644108,0.999827083089274
"GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP",253,"Up",0.870166251876677,0.999827083089274
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",90,"Down",0.870349733010043,0.999827083089274
"ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY",27,"Down",0.870526426397032,0.999827083089274
"LUND_SILENCED_BY_METHYLATION",14,"Down",0.870702798111463,0.999827083089274
"NIELSEN_SYNOVIAL_SARCOMA_UP",12,"Down",0.870728650145309,0.999827083089274
"BOYLAN_MULTIPLE_MYELOMA_PCA3_DN",35,"Up",0.871106632739453,0.999827083089274
"BIOCARTA_IGF1_PATHWAY",18,"Down",0.871236340874028,0.999827083089274
"REACTOME_STRIATED_MUSCLE_CONTRACTION",23,"Down",0.871272998535275,0.999827083089274
"BIOCARTA_DREAM_PATHWAY",12,"Up",0.871316896991639,0.999827083089274
"SCHRAMM_INHBA_TARGETS_UP",6,"Up",0.871321227587925,0.999827083089274
"ALONSO_METASTASIS_EMT_UP",29,"Up",0.871381755404967,0.999827083089274
"REACTOME_REGULATION_OF_IFNG_SIGNALING",12,"Down",0.871640092731441,0.999827083089274
"TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP",38,"Up",0.871662448443642,0.999827083089274
"MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3",496,"Up",0.871728052099929,0.999827083089274
"BENPORATH_MYC_TARGETS_WITH_EBOX",176,"Down",0.871892875804086,0.999827083089274
"SUBTIL_PROGESTIN_TARGETS",26,"Up",0.871998410998747,0.999827083089274
"ZHENG_GLIOBLASTOMA_PLASTICITY_UP",132,"Down",0.872165872550731,0.999827083089274
"WANG_MLL_TARGETS",154,"Up",0.872202717132457,0.999827083089274
"KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP",96,"Up",0.872245354084529,0.999827083089274
"CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN",84,"Down",0.872329426309166,0.999827083089274
"LE_EGR2_TARGETS_UP",61,"Down",0.872690530326796,0.999827083089274
"NUYTTEN_NIPP1_TARGETS_DN",290,"Up",0.873027155305124,0.999827083089274
"HUANG_FOXA2_TARGETS_UP",26,"Up",0.873255103645566,0.999827083089274
"MIKKELSEN_MEF_LCP_WITH_H3K4ME3",58,"Down",0.874245792279372,0.999827083089274
"KEGG_RNA_DEGRADATION",12,"Up",0.874276316369772,0.999827083089274
"REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION",17,"Down",0.874381811818714,0.999827083089274
"CUI_TCF21_TARGETS_2_UP",191,"Up",0.874517643581303,0.999827083089274
"MATZUK_CUMULUS_EXPANSION",9,"Down",0.875014201646994,0.999827083089274
"BROCKE_APOPTOSIS_REVERSED_BY_IL6",83,"Up",0.87502251072389,0.999827083089274
"REACTOME_COPI_MEDIATED_TRANSPORT",2,"Down",0.87526236356735,0.999827083089274
"MANTOVANI_VIRAL_GPCR_SIGNALING_DN",26,"Down",0.875434991237275,0.999827083089274
"DELLA_RESPONSE_TO_TSA_AND_BUTYRATE",16,"Up",0.875465132240392,0.999827083089274
"KONDO_COLON_CANCER_HCP_WITH_H3K27ME1",9,"Down",0.875615388577703,0.999827083089274
"KEGG_AXON_GUIDANCE",93,"Up",0.875638726190464,0.999827083089274
"GOLDRATH_ANTIGEN_RESPONSE",223,"Down",0.876058066236294,0.999827083089274
"SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN",36,"Down",0.876236331262608,0.999827083089274
"ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN",16,"Down",0.876368480861623,0.999827083089274
"TIAN_TNF_SIGNALING_VIA_NFKB",26,"Down",0.876686850184589,0.999827083089274
"KEGG_ADHERENS_JUNCTION",55,"Down",0.877104919346411,0.999827083089274
"PID_P53_DOWNSTREAM_PATHWAY",96,"Down",0.877379086983676,0.999827083089274
"REACTOME_TRIGLYCERIDE_BIOSYNTHESIS",10,"Down",0.877478775023685,0.999827083089274
"IKEDA_MIR1_TARGETS_UP",25,"Up",0.878000674885671,0.999827083089274
"BURTON_ADIPOGENESIS_PEAK_AT_8HR",24,"Down",0.878025770028666,0.999827083089274
"BIOCARTA_MTOR_PATHWAY",17,"Up",0.878178909634683,0.999827083089274
"MARSON_BOUND_BY_FOXP3_STIMULATED",335,"Up",0.878831295216771,0.999827083089274
"BIOCARTA_P27_PATHWAY",11,"Down",0.879004284380155,0.999827083089274
"CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN",76,"Down",0.879010300079486,0.999827083089274
"HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP",87,"Down",0.879135269777716,0.999827083089274
"NOUZOVA_TRETINOIN_AND_H4_ACETYLATION",29,"Down",0.879208729814046,0.999827083089274
"AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP",79,"Down",0.88021143216807,0.999827083089274
"ZHAN_MULTIPLE_MYELOMA_HP_UP",15,"Up",0.880566962805603,0.999827083089274
"MCCABE_BOUND_BY_HOXC6",129,"Up",0.880579993371374,0.999827083089274
"KORKOLA_EMBRYONAL_CARCINOMA_UP",26,"Down",0.880897153012726,0.999827083089274
"REACTOME_HS_GAG_BIOSYNTHESIS",17,"Down",0.881019317861889,0.999827083089274
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN",89,"Up",0.881093642491474,0.999827083089274
"ONDER_CDH1_TARGETS_3_UP",9,"Down",0.881220578940284,0.999827083089274
"ROESSLER_LIVER_CANCER_METASTASIS_UP",69,"Up",0.881279011144289,0.999827083089274
"BIOCARTA_TPO_PATHWAY",21,"Down",0.881334550915622,0.999827083089274
"SENESE_HDAC3_TARGETS_UP",220,"Up",0.88142451103908,0.999827083089274
"ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY",439,"Up",0.881802105169342,0.999827083089274
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS",7,"Down",0.882027436054369,0.999827083089274
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS",34,"Up",0.882055258976526,0.999827083089274
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP",198,"Down",0.882157843831556,0.999827083089274
